OBS,YEAR,MONTH,U.S._STATE,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,CUSTOMERS.AFFECTED,POPULATION,OUTAGE.START,OUTAGE.RESTORATION,anomaly_bin
525,2006,2.0,Maryland,Northeast,-0.6,cold,severe weather,winter storm,,4440.0,180000.0,5627367,2006-02-11 21:00:00,2006-02-14 23:00:00,-1.0 to -0.5
526,2005,7.0,Maryland,Northeast,0.0,normal,severe weather,thunderstorm,,2760.0,87600.0,5592379,2005-07-27 18:00:00,2005-07-29 16:00:00,-0.5 to 0
527,2013,1.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,,,5936040,2013-01-07 10:43:00,2013-01-07 10:43:00,-0.5 to 0
528,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,vandalism,,1.0,0.0,5890740,2012-10-11 00:00:00,2012-10-11 00:01:00,0 to 0.5
529,2011,2.0,Maryland,Northeast,-1.0,cold,intentional attack,vandalism,,,0.0,5844171,2011-02-03 14:30:00,2011-02-03 14:30:00,<-1.0
530,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,,,1.0,0.0,5890740,2012-10-24 00:00:00,2012-10-24 00:01:00,0 to 0.5
531,2014,1.0,Maryland,Northeast,-0.5,cold,severe weather,winter,,1840.0,,5975346,2014-01-27 14:20:00,2014-01-28 21:00:00,-1.0 to -0.5
532,2011,10.0,Maryland,Northeast,-0.9,cold,intentional attack,vandalism,,428.0,0.0,5844171,2011-10-17 03:34:00,2011-10-17 10:42:00,-1.0 to -0.5
533,2012,3.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,331.0,,5890740,2012-03-04 01:27:00,2012-03-04 06:58:00,-0.5 to 0
534,2011,8.0,Maryland,Northeast,-0.6,cold,severe weather,,,1980.0,108000.0,5844171,2011-08-27 23:00:00,2011-08-29 08:00:00,-1.0 to -0.5
535,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,vandalism,,1.0,,5890740,2012-10-25 00:00:00,2012-10-25 00:01:00,0 to 0.5
536,2013,3.0,Maryland,Northeast,-0.3,normal,intentional attack,,,1.0,,5936040,2013-03-29 10:16:00,2013-03-29 10:17:00,-0.5 to 0
537,2003,11.0,Maryland,Northeast,0.3,normal,severe weather,heavy wind,,1950.0,104195.0,5496269,2003-11-13 11:00:00,2003-11-14 19:30:00,0 to 0.5
538,2011,2.0,Maryland,Northeast,-1.0,cold,severe weather,,,3037.0,93000.0,5844171,2011-02-25 15:23:00,2011-02-27 18:00:00,<-1.0
539,2012,11.0,Maryland,Northeast,0.1,normal,intentional attack,vandalism,,1.0,0.0,5890740,2012-11-08 09:34:00,2012-11-08 09:35:00,0 to 0.5
540,2013,2.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,1.0,,5936040,2013-02-15 00:00:00,2013-02-15 00:01:00,-0.5 to 0
541,2014,1.0,Maryland,Northeast,-0.5,cold,severe weather,winter,,1196.0,,5975346,2014-01-23 13:04:00,2014-01-24 09:00:00,-1.0 to -0.5
542,2005,7.0,Maryland,Northeast,0.0,normal,severe weather,thunderstorm,,5628.0,55118.0,5592379,2005-07-23 01:02:00,2005-07-26 22:50:00,-0.5 to 0
543,2012,9.0,Maryland,Northeast,0.3,normal,intentional attack,,,1440.0,0.0,5890740,2012-09-24 00:00:00,2012-09-25 00:00:00,0 to 0.5
544,2010,7.0,Maryland,Northeast,-0.9,cold,severe weather,,,7700.0,297700.0,5788409,2010-07-25 15:10:00,2010-07-30 23:30:00,-1.0 to -0.5
545,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,vandalism,,2.0,0.0,5890740,2012-10-30 00:00:00,2012-10-30 00:02:00,0 to 0.5
546,2003,9.0,Maryland,Northeast,0.2,normal,severe weather,hurricanes,Isabel,12890.0,650000.0,5496269,2003-09-18 00:00:00,2003-09-26 22:50:00,0 to 0.5
547,2011,1.0,Maryland,Northeast,-1.3,cold,severe weather,winter storm,,4232.0,234326.0,5844171,2011-01-26 18:28:00,2011-01-29 17:00:00,<-1.0
548,2013,6.0,Maryland,Northeast,-0.2,normal,intentional attack,vandalism,,95.0,,5936040,2013-06-27 01:10:00,2013-06-27 02:45:00,-0.5 to 0
549,2006,6.0,Maryland,Northeast,0.0,normal,severe weather,thunderstorm,,2610.0,70000.0,5627367,2006-06-01 18:30:00,2006-06-03 14:00:00,-0.5 to 0
550,2012,6.0,Maryland,Northeast,-0.1,normal,severe weather,thunderstorm,,4320.0,86390.0,5890740,2012-06-30 01:00:00,2012-07-03 01:00:00,-0.5 to 0
551,2011,5.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,17.0,0.0,5844171,2011-05-04 13:08:00,2011-05-04 13:25:00,-0.5 to 0
552,2013,3.0,Maryland,Northeast,-0.3,normal,intentional attack,vandalism,,113.0,,5936040,2013-03-03 16:27:00,2013-03-03 18:20:00,-0.5 to 0
553,2013,2.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,,1.0,5936040,2013-02-16 07:54:00,2013-02-16 07:54:00,-0.5 to 0
554,2012,10.0,Maryland,Northeast,0.3,normal,severe weather,hurricanes,Sandy,2507.0,219000.0,5890740,2012-10-29 17:13:00,2012-10-31 11:00:00,0 to 0.5
555,2013,2.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,,1.0,5936040,2013-02-13 09:30:00,2013-02-13 09:30:00,-0.5 to 0
556,2014,2.0,Maryland,Northeast,-0.5,cold,severe weather,snow/ice ,,1.0,181000.0,5975346,2014-02-05 08:05:00,2014-02-05 08:06:00,-1.0 to -0.5
557,2003,11.0,Maryland,Northeast,0.3,normal,severe weather,heavy wind,,4920.0,110000.0,5496269,2003-11-13 06:00:00,2003-11-16 16:00:00,0 to 0.5
558,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,vandalism,,1.0,0.0,5890740,2012-10-22 00:00:00,2012-10-22 00:01:00,0 to 0.5
559,2003,8.0,Maryland,Northeast,0.2,normal,severe weather,thunderstorm,,4080.0,133000.0,5496269,2003-08-26 16:00:00,2003-08-29 12:00:00,0 to 0.5
560,2012,6.0,Maryland,Northeast,-0.1,normal,intentional attack,vandalism,,,0.0,5890740,2012-06-06 12:37:00,2012-06-06 12:37:00,-0.5 to 0
561,2013,6.0,Maryland,Northeast,-0.2,normal,intentional attack,vandalism,,960.0,,5936040,2013-06-20 18:00:00,2013-06-21 10:00:00,-0.5 to 0
562,2012,9.0,Maryland,Northeast,0.3,normal,severe weather,thunderstorm,,185.0,65000.0,5890740,2012-09-08 15:40:00,2012-09-08 18:45:00,0 to 0.5
563,2008,6.0,Maryland,Northeast,-0.5,cold,severe weather,thunderstorm,,1320.0,249408.0,5684965,2008-06-04 15:00:00,2008-06-05 13:00:00,-1.0 to -0.5
564,2016,4.0,Maryland,Northeast,1.1,warm,intentional attack,sabotage,,1673.0,0.0,6024752,2016-04-14 16:49:00,2016-04-15 20:42:00,>1.0
565,2009,6.0,Maryland,Northeast,0.4,normal,severe weather,thunderstorm,,2855.0,85091.0,5730388,2009-06-09 17:25:00,2009-06-11 17:00:00,0 to 0.5
566,2007,4.0,Maryland,Northeast,-0.1,normal,severe weather,thunderstorm,,3060.0,138000.0,5653408,2007-04-16 14:00:00,2007-04-18 17:00:00,-0.5 to 0
567,2011,3.0,Maryland,Northeast,-0.7,cold,intentional attack,vandalism,,565.0,,5844171,2011-03-14 07:30:00,2011-03-14 16:55:00,-1.0 to -0.5
568,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,vandalism,,1.0,0.0,5890740,2012-10-24 00:00:00,2012-10-24 00:01:00,0 to 0.5
569,2012,10.0,Maryland,Northeast,0.3,normal,intentional attack,vandalism,,1.0,0.0,5890740,2012-10-09 00:00:00,2012-10-09 00:01:00,0 to 0.5
570,2003,8.0,Maryland,Northeast,0.2,normal,severe weather,thunderstorm,,7298.0,153000.0,5496269,2003-08-26 16:22:00,2003-08-31 18:00:00,0 to 0.5
571,2007,2.0,Maryland,Northeast,0.4,normal,severe weather,winter storm,,5790.0,155183.0,5653408,2007-02-13 17:00:00,2007-02-17 17:30:00,0 to 0.5
572,2010,7.0,Maryland,Northeast,-0.9,cold,severe weather,,,3040.0,124000.0,5788409,2010-07-25 15:20:00,2010-07-27 18:00:00,-1.0 to -0.5
573,2011,8.0,Maryland,Northeast,-0.6,cold,severe weather,,,11700.0,760113.0,5844171,2011-08-27 20:30:00,2011-09-04 23:30:00,-1.0 to -0.5
574,2012,6.0,Maryland,Northeast,-0.1,normal,severe weather,thunderstorm,,7987.0,600000.0,5890740,2012-06-29 22:43:00,2012-07-05 11:50:00,-0.5 to 0
575,2015,4.0,Maryland,Northeast,0.7,warm,system operability disruption,uncontrolled loss,,304.0,,6006401,2015-04-07 12:30:00,2015-04-07 17:34:00,0.5 to 1.0
576,2005,7.0,Maryland,Northeast,0.0,normal,severe weather,thunderstorm,,4517.0,64943.0,5592379,2005-07-27 17:50:00,2005-07-30 21:07:00,-0.5 to 0
577,2013,1.0,Maryland,Northeast,-0.4,normal,intentional attack,vandalism,,,,5936040,2013-01-16 14:25:00,2013-01-16 14:25:00,-0.5 to 0
578,2006,7.0,Pennsylvania,Northeast,0.1,normal,severe weather,thunderstorm,,3058.0,167564.0,12510809,2006-07-27 18:38:00,2006-07-29 21:36:00,0 to 0.5
579,2011,10.0,Pennsylvania,Northeast,-0.9,cold,severe weather,,,13381.0,50000.0,12745202,2011-10-29 08:59:00,2011-11-07 15:00:00,-1.0 to -0.5
580,2010,4.0,Pennsylvania,Northeast,0.5,warm,severe weather,thunderstorm,,2865.0,120000.0,12712014,2010-04-16 17:15:00,2010-04-18 17:00:00,0 to 0.5
581,2011,5.0,Pennsylvania,Northeast,-0.4,normal,intentional attack,vandalism,,152.0,,12745202,2011-05-09 04:08:00,2011-05-09 06:40:00,-0.5 to 0
582,2013,9.0,Pennsylvania,Northeast,-0.2,normal,system operability disruption,,,380.0,,12783536,2013-09-10 17:42:00,2013-09-11 00:02:00,-0.5 to 0
583,2010,2.0,Pennsylvania,Northeast,1.2,warm,severe weather,winter storm,,9450.0,57000.0,12712014,2010-02-05 22:30:00,2010-02-12 12:00:00,>1.0
584,2011,10.0,Pennsylvania,Northeast,-0.9,cold,severe weather,,,7803.0,146721.0,12745202,2011-10-29 12:57:00,2011-11-03 23:00:00,-1.0 to -0.5
585,2008,6.0,Pennsylvania,Northeast,-0.5,cold,severe weather,thunderstorm,,5579.0,198000.0,12612285,2008-06-10 19:00:00,2008-06-14 15:59:00,-1.0 to -0.5
586,2012,10.0,Pennsylvania,Northeast,0.3,normal,severe weather,hurricanes,Sandy,8979.0,400000.0,12772789,2012-10-29 18:11:00,2012-11-04 22:50:00,0 to 0.5
587,2006,9.0,Pennsylvania,Northeast,0.5,warm,severe weather,hurricanes,Ernesto,4800.0,146094.0,12510809,2006-09-01 15:00:00,2006-09-04 23:00:00,0 to 0.5
588,2006,6.0,Pennsylvania,Northeast,0.0,normal,severe weather,,,3060.0,111555.0,12510809,2006-06-01 18:00:00,2006-06-03 21:00:00,-0.5 to 0
589,2010,9.0,Pennsylvania,Northeast,-1.4,cold,severe weather,thunderstorm,,4792.0,52000.0,12712014,2010-09-22 16:08:00,2010-09-26 00:00:00,<-1.0
590,2012,7.0,Pennsylvania,Northeast,0.1,normal,severe weather,thunderstorm,,3894.0,64500.0,12772789,2012-07-07 06:06:00,2012-07-09 23:00:00,0 to 0.5
591,2005,6.0,Pennsylvania,Northeast,0.2,normal,severe weather,thunderstorm,,1757.0,143000.0,12449990,2005-06-06 16:43:00,2005-06-07 22:00:00,0 to 0.5
592,2011,8.0,Pennsylvania,Northeast,-0.6,cold,severe weather,,,2880.0,200717.0,12745202,2011-08-26 00:30:00,2011-08-28 00:30:00,-1.0 to -0.5
593,2006,1.0,Pennsylvania,Northeast,-0.7,cold,severe weather,heavy wind,,2985.0,142315.0,12510809,2006-01-14 15:45:00,2006-01-16 17:30:00,-1.0 to -0.5
594,2016,1.0,Pennsylvania,Northeast,2.2,warm,intentional attack,vandalism,,164.0,0.0,12787085,2016-01-11 20:16:00,2016-01-11 23:00:00,>1.0
595,2010,9.0,Pennsylvania,Northeast,-1.4,cold,severe weather,thunderstorm,,3232.0,82861.0,12712014,2010-09-22 17:38:00,2010-09-24 23:30:00,<-1.0
596,2004,12.0,Pennsylvania,Northeast,0.7,warm,severe weather,wind/rain,,2319.0,105312.0,12410722,2004-12-01 07:30:00,2004-12-02 22:09:00,0.5 to 1.0
597,2003,7.0,Pennsylvania,Northeast,0.1,normal,severe weather,storm,,4338.0,185000.0,12374658,2003-07-21 17:15:00,2003-07-24 17:33:00,0 to 0.5
598,2011,10.0,Pennsylvania,Northeast,-0.9,cold,severe weather,,,2880.0,109335.0,12745202,2011-10-29 14:00:00,2011-10-31 14:00:00,-1.0 to -0.5
599,2005,7.0,Pennsylvania,Northeast,0.0,normal,severe weather,thunderstorm,,1714.0,93837.0,12449990,2005-07-27 16:50:00,2005-07-28 21:24:00,-0.5 to 0
600,2015,6.0,Pennsylvania,Northeast,1.0,warm,severe weather,,,90.0,200000.0,12802503,2015-06-23 17:30:00,2015-06-23 19:00:00,0.5 to 1.0
601,2014,1.0,Pennsylvania,Northeast,-0.5,cold,severe weather,winter,,59.0,62000.0,12793767,2014-01-06 19:50:00,2014-01-06 20:49:00,-1.0 to -0.5
602,2011,2.0,Pennsylvania,Northeast,-1.0,cold,severe weather,winter storm,,4139.0,213000.0,12745202,2011-02-02 03:00:00,2011-02-04 23:59:00,<-1.0
603,2012,10.0,Pennsylvania,Northeast,0.3,normal,severe weather,hurricanes,Sandy,10530.0,850000.0,12772789,2012-10-29 17:30:00,2012-11-06 00:00:00,0 to 0.5
604,2008,9.0,Pennsylvania,Northeast,-0.3,normal,severe weather,heavy wind,,6938.0,124596.0,12612285,2008-09-14 17:00:00,2008-09-19 12:38:00,-0.5 to 0
605,2011,2.0,Pennsylvania,Northeast,-1.0,cold,severe weather,storm,,930.0,118000.0,12745202,2011-02-19 12:30:00,2011-02-20 04:00:00,<-1.0
606,2016,7.0,Pennsylvania,Northeast,-0.3,normal,system operability disruption,voltage reduction,,278.0,,12787085,2016-07-23 15:15:00,2016-07-23 19:53:00,-0.5 to 0
607,2008,9.0,Pennsylvania,Northeast,-0.3,normal,severe weather,hurricanes,Ike,299.0,105000.0,12612285,2008-09-14 19:00:00,2008-09-14 23:59:00,-0.5 to 0
608,2010,3.0,Pennsylvania,Northeast,0.9,warm,severe weather,wind/rain,,5320.0,177528.0,12712014,2010-03-13 01:00:00,2010-03-16 18:40:00,0.5 to 1.0
609,2011,8.0,Pennsylvania,Northeast,-0.6,cold,severe weather,,,2880.0,264000.0,12745202,2011-08-27 22:00:00,2011-08-29 22:00:00,-1.0 to -0.5
610,2014,2.0,Pennsylvania,Northeast,-0.5,cold,severe weather,snow/ice ,,1.0,715000.0,12793767,2014-02-05 05:00:00,2014-02-05 05:01:00,-1.0 to -0.5
611,2011,7.0,Pennsylvania,Northeast,-0.3,normal,intentional attack,vandalism,,4260.0,,12745202,2011-07-08 10:00:00,2011-07-11 09:00:00,-0.5 to 0
612,2008,9.0,Pennsylvania,Northeast,-0.3,normal,severe weather,hurricanes,Ike,6713.0,160875.0,12612285,2008-09-15 00:37:00,2008-09-19 16:30:00,-0.5 to 0
613,2009,2.0,Pennsylvania,Northeast,-0.6,cold,severe weather,heavy wind,,5160.0,132000.0,12666858,2009-02-12 08:00:00,2009-02-15 22:00:00,-1.0 to -0.5
614,2012,7.0,Pennsylvania,Northeast,0.1,normal,severe weather,thunderstorm,,1440.0,65112.0,12772789,2012-07-26 18:14:00,2012-07-27 18:14:00,0 to 0.5
615,2007,8.0,Pennsylvania,Northeast,-0.6,cold,severe weather,thunderstorm,,78.0,55000.0,12563937,2007-08-09 14:53:00,2007-08-09 16:11:00,-1.0 to -0.5
616,2006,7.0,Pennsylvania,Northeast,0.1,normal,severe weather,thunderstorm,,7523.0,492955.0,12510809,2006-07-18 18:36:00,2006-07-23 23:59:00,0 to 0.5
617,2014,2.0,Pennsylvania,Northeast,-0.5,cold,severe weather,snow/ice ,,2668.0,62159.0,12793767,2014-02-05 07:35:00,2014-02-07 04:03:00,-1.0 to -0.5
618,2014,1.0,Pennsylvania,Northeast,-0.5,cold,severe weather,winter,,1.0,,12793767,2014-01-07 06:18:00,2014-01-07 06:19:00,-1.0 to -0.5
619,2010,7.0,Pennsylvania,Northeast,-0.9,cold,equipment failure,transmission,,376.0,43903.0,12712014,2010-07-07 16:13:00,2010-07-07 22:29:00,-1.0 to -0.5
620,2011,5.0,Pennsylvania,Northeast,-0.4,normal,severe weather,,,1324.0,120001.0,12745202,2011-05-26 19:56:00,2011-05-27 18:00:00,-0.5 to 0
621,2014,2.0,Pennsylvania,Northeast,-0.5,cold,severe weather,snow/ice ,,6940.0,144000.0,12793767,2014-02-05 01:00:00,2014-02-09 20:40:00,-1.0 to -0.5
622,2008,3.0,Pennsylvania,Northeast,-1.1,cold,severe weather,,,2684.0,168449.0,12612285,2008-03-08 16:00:00,2008-03-10 13:44:00,<-1.0
623,2014,1.0,Pennsylvania,Northeast,-0.5,cold,severe weather,winter,,54.0,,12793767,2014-01-06 19:50:00,2014-01-06 20:44:00,-1.0 to -0.5
624,2011,10.0,Pennsylvania,Northeast,-0.9,cold,intentional attack,vandalism,,100.0,0.0,12745202,2011-10-18 03:45:00,2011-10-18 05:25:00,-1.0 to -0.5
625,2002,12.0,Pennsylvania,Northeast,1.1,warm,severe weather,winter storm,,720.0,106000.0,12331031,2002-12-25 17:00:00,2002-12-26 05:00:00,>1.0
626,2011,8.0,Pennsylvania,Northeast,-0.6,cold,severe weather,,,2880.0,284000.0,12745202,2011-08-28 02:58:00,2011-08-30 02:58:00,-1.0 to -0.5
627,2012,7.0,Pennsylvania,Northeast,0.1,normal,severe weather,thunderstorm,,3189.0,65000.0,12772789,2012-07-26 18:21:00,2012-07-28 23:30:00,0 to 0.5
628,2002,12.0,Pennsylvania,Northeast,1.1,warm,severe weather,winter storm,,2790.0,95630.0,12331031,2002-12-25 10:00:00,2002-12-27 08:30:00,>1.0
629,2011,10.0,Pennsylvania,Northeast,-0.9,cold,severe weather,,,13679.0,312359.0,12745202,2011-10-29 08:59:00,2011-11-07 19:58:00,-1.0 to -0.5
630,2011,10.0,Pennsylvania,Northeast,-0.9,cold,intentional attack,vandalism,,2843.0,0.0,12745202,2011-10-24 23:37:00,2011-10-26 23:00:00,-1.0 to -0.5
631,2012,10.0,Pennsylvania,Northeast,0.3,normal,severe weather,hurricanes,Sandy,13488.0,270000.0,12772789,2012-10-29 16:00:00,2012-11-07 23:48:00,0 to 0.5
632,2015,10.0,Pennsylvania,Northeast,2.0,warm,intentional attack,,,1642.0,35000.0,12802503,2015-10-28 13:38:00,2015-10-29 17:00:00,>1.0
633,2010,6.0,Pennsylvania,Northeast,-0.4,normal,severe weather,thunderstorm,,7709.0,355000.0,12712014,2010-06-24 15:30:00,2010-06-29 23:59:00,-0.5 to 0
634,2010,2.0,Pennsylvania,Northeast,1.2,warm,severe weather,winter storm,,7080.0,223000.0,12712014,2010-02-09 18:00:00,2010-02-14 16:00:00,>1.0
635,2011,7.0,Kentucky,Central,-0.3,normal,fuel supply emergency,Coal,,1440.0,,4367882,2011-07-28 07:26:00,2011-07-29 07:26:00,-0.5 to 0
636,2014,1.0,Kentucky,Central,-0.5,cold,severe weather,winter,,1.0,,4412617,2014-01-06 22:00:00,2014-01-06 22:01:00,-1.0 to -0.5
637,2009,2.0,Kentucky,Central,-0.6,cold,severe weather,thunderstorm,,1680.0,78000.0,4317074,2009-02-11 19:00:00,2009-02-12 23:00:00,-1.0 to -0.5
638,2011,8.0,Kentucky,Central,-0.6,cold,severe weather,,,1579.0,181700.0,4367882,2011-08-13 16:41:00,2011-08-14 19:00:00,-1.0 to -0.5
639,2009,5.0,Kentucky,Central,0.2,normal,equipment failure,transmission,,652.0,,4317074,2009-05-29 09:05:00,2009-05-29 19:57:00,0 to 0.5
640,2015,6.0,Kentucky,Central,1.0,warm,intentional attack,vandalism,,108.0,110.0,4425092,2015-06-01 00:27:00,2015-06-01 02:15:00,0.5 to 1.0
641,2008,9.0,Kentucky,Central,-0.3,normal,severe weather,hurricanes,Ike,300.0,375000.0,4289878,2008-09-14 11:30:00,2008-09-14 16:30:00,-0.5 to 0
642,2008,2.0,Kentucky,Central,-1.3,cold,severe weather,,,1020.0,76000.0,4289878,2008-02-05 22:00:00,2008-02-06 15:00:00,<-1.0
643,2009,1.0,Kentucky,Central,-0.7,cold,severe weather,winter storm,,3570.0,383000.0,4317074,2009-01-27 05:00:00,2009-01-29 16:30:00,-1.0 to -0.5
644,2009,1.0,Kentucky,Central,-0.7,cold,severe weather,winter storm,,6492.0,190000.0,4317074,2009-01-27 05:03:00,2009-01-31 17:15:00,-1.0 to -0.5
645,2008,2.0,Kentucky,Central,-1.3,cold,fuel supply emergency,,,23700.0,0.0,4289878,2008-02-25 08:00:00,2008-03-12 20:00:00,<-1.0
646,2008,9.0,Kentucky,Central,-0.3,normal,severe weather,heavy wind,,10499.0,18000.0,4289878,2008-09-14 10:01:00,2008-09-21 17:00:00,-0.5 to 0
647,2009,1.0,Kentucky,Central,-0.7,cold,severe weather,winter storm,,15180.0,3500.0,4317074,2009-01-28 04:00:00,2009-02-07 17:00:00,-1.0 to -0.5
648,2011,10.0,Utah,Southwest,-0.9,cold,intentional attack,vandalism,,,0.0,2816440,2011-10-06 11:07:00,2011-10-06 11:07:00,-1.0 to -0.5
649,2015,10.0,Utah,Southwest,2.0,warm,intentional attack,vandalism,,120.0,0.0,2995919,2015-10-13 06:30:00,2015-10-13 08:30:00,>1.0
650,2014,5.0,Utah,Southwest,-0.1,normal,intentional attack,vandalism,,1.0,,2944498,2014-05-12 13:14:00,2014-05-12 13:15:00,-0.5 to 0
651,2013,11.0,Utah,Southwest,-0.3,normal,intentional attack,vandalism,,1.0,,2903685,2013-11-24 07:38:00,2013-11-24 07:39:00,-0.5 to 0
652,2013,11.0,Utah,Southwest,-0.3,normal,intentional attack,vandalism,,1.0,,2903685,2013-11-16 15:15:00,2013-11-16 15:16:00,-0.5 to 0
653,2013,12.0,Utah,Southwest,-0.3,normal,intentional attack,,,1.0,,2903685,2013-12-30 11:00:00,2013-12-30 11:01:00,-0.5 to 0
654,2014,1.0,Utah,Southwest,-0.5,cold,intentional attack,vandalism,,1.0,,2944498,2014-01-06 14:37:00,2014-01-06 14:38:00,-1.0 to -0.5
655,2015,4.0,Utah,Southwest,0.7,warm,intentional attack,vandalism,,1.0,37.0,2995919,2015-04-01 18:25:00,2015-04-01 18:26:00,0.5 to 1.0
656,2016,1.0,Utah,Southwest,2.2,warm,intentional attack,sabotage,,60.0,0.0,3044321,2016-01-17 12:00:00,2016-01-17 13:00:00,>1.0
657,2015,4.0,Utah,Southwest,0.7,warm,intentional attack,vandalism,,113.0,5763.0,2995919,2015-04-02 07:04:00,2015-04-02 08:57:00,0.5 to 1.0
658,2016,5.0,Utah,Southwest,0.6,warm,system operability disruption,uncontrolled loss,,204.0,85179.0,3044321,2016-05-19 21:36:00,2016-05-20 01:00:00,0.5 to 1.0
659,2015,10.0,Utah,Southwest,2.0,warm,intentional attack,vandalism,,31.0,0.0,2995919,2015-10-16 12:25:00,2015-10-16 12:56:00,>1.0
660,2011,7.0,Utah,Southwest,-0.3,normal,intentional attack,vandalism,,57.0,0.0,2816440,2011-07-05 10:40:00,2011-07-05 11:37:00,-0.5 to 0
661,2014,1.0,Utah,Southwest,-0.5,cold,intentional attack,vandalism,,13.0,,2944498,2014-01-15 14:32:00,2014-01-15 14:45:00,-1.0 to -0.5
662,2013,12.0,Utah,Southwest,-0.3,normal,intentional attack,vandalism,,2.0,,2903685,2013-12-06 08:47:00,2013-12-06 08:49:00,-0.5 to 0
663,2011,4.0,Utah,Southwest,-0.5,cold,intentional attack,vandalism,,11.0,0.0,2816440,2011-04-11 17:40:00,2011-04-11 17:51:00,-1.0 to -0.5
664,2007,7.0,Utah,Southwest,-0.4,normal,severe weather,wildfire,,283.0,,2597746,2007-07-16 16:17:00,2007-07-16 21:00:00,-0.5 to 0
665,2011,5.0,Utah,Southwest,-0.4,normal,intentional attack,vandalism,,,0.0,2816440,2011-05-13 06:00:00,2011-05-13 06:00:00,-0.5 to 0
666,2013,11.0,Utah,Southwest,-0.3,normal,intentional attack,vandalism,,1.0,,2903685,2013-11-20 03:08:00,2013-11-20 03:09:00,-0.5 to 0
667,2008,2.0,Utah,Southwest,-1.3,cold,system operability disruption,,,871.0,74031.0,2663029,2008-02-14 08:15:00,2008-02-14 22:46:00,<-1.0
668,2011,12.0,Utah,Southwest,-0.9,cold,severe weather,,,1631.0,60000.0,2816440,2011-12-01 10:00:00,2011-12-02 13:11:00,-1.0 to -0.5
669,2011,4.0,Utah,Southwest,-0.5,cold,intentional attack,vandalism,,56.0,0.0,2816440,2011-04-26 13:04:00,2011-04-26 14:00:00,-1.0 to -0.5
670,2016,6.0,Utah,Southwest,0.1,normal,intentional attack,sabotage,,15.0,0.0,3044321,2016-06-07 12:00:00,2016-06-07 12:15:00,0 to 0.5
671,2011,2.0,Utah,Southwest,-1.0,cold,intentional attack,vandalism,,15.0,0.0,2816440,2011-02-25 10:30:00,2011-02-25 10:45:00,<-1.0
672,2015,2.0,Utah,Southwest,0.5,warm,intentional attack,vandalism,,20.0,,2995919,2015-02-01 11:24:00,2015-02-01 11:44:00,0 to 0.5
673,2016,4.0,Utah,Southwest,1.1,warm,intentional attack,vandalism,,60.0,0.0,3044321,2016-04-15 10:00:00,2016-04-15 11:00:00,>1.0
674,2014,3.0,Utah,Southwest,-0.4,normal,intentional attack,vandalism,,1.0,,2944498,2014-03-24 11:07:00,2014-03-24 11:08:00,-0.5 to 0
675,2011,8.0,Utah,Southwest,-0.6,cold,intentional attack,vandalism,,95.0,0.0,2816440,2011-08-15 02:05:00,2011-08-15 03:40:00,-1.0 to -0.5
676,2011,9.0,Utah,Southwest,-0.8,cold,intentional attack,vandalism,,300.0,0.0,2816440,2011-09-14 09:00:00,2011-09-14 14:00:00,-1.0 to -0.5
677,2014,3.0,Utah,Southwest,-0.4,normal,intentional attack,,,1.0,,2944498,2014-03-05 17:06:00,2014-03-05 17:07:00,-0.5 to 0
678,2011,3.0,Utah,Southwest,-0.7,cold,intentional attack,vandalism,,3186.0,0.0,2816440,2011-03-06 02:54:00,2011-03-08 08:00:00,-1.0 to -0.5
679,2011,4.0,Utah,Southwest,-0.5,cold,intentional attack,vandalism,,575.0,0.0,2816440,2011-04-21 07:15:00,2011-04-21 16:50:00,-1.0 to -0.5
